ID|DateObs|TimeObs|Telescope|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
11|2021-04-06|11:20:51|SLT|FU_Ori-20210406_112046-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.7799|1073.6107|V_Astrodon_2018|2459310.9728125|10.0|20.5236|2.6300|49.4241|1.3113
12|2021-04-06|11:21:23|SLT|FU_Ori-20210406_112119-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.9912|1072.1662|R_Astrodon_2018|2459310.9731828705|5.0|21.2805|2.6254|49.3051|1.3133
13|2021-04-07|11:35:56|SLT|FU_Ori-20210407_113542-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.0862|1022.0469|B_Astrodon_2018|2459311.983287037|30.0|19.3123|2.3142|45.1566|1.4059
14|2021-04-07|11:36:51|SLT|FU_Ori-20210407_113646-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.7904|1023.1461|V_Astrodon_2018|2459311.983923611|10.0|20.5152|2.4627|44.9497|1.4090
15|2021-04-07|11:37:23|SLT|FU_Ori-20210407_113719-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.8447|1023.5674|R_Astrodon_2018|2459311.9842939815|5.0|21.3007|2.1680|44.8293|1.4115
16|2021-04-07|11:37:59|SLT|FU_Ori-20210407_113748-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.9413|1022.3526|B_Astrodon_2018|2459311.984710648|30.0|19.2842|2.5030|44.6938|1.4172
17|2021-04-07|11:38:53|SLT|FU_Ori-20210407_113848-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.7136|1022.9590|V_Astrodon_2018|2459311.985335648|10.0|20.4912|2.5874|44.4905|1.4203
18|2021-04-07|11:39:26|SLT|FU_Ori-20210407_113922-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.5547|1023.2086|R_Astrodon_2018|2459311.9857175928|5.0|21.3127|2.1042|44.3662|1.4229
19|2021-04-07|12:47:40|SLT|FU_Ori-20210407_124726-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|946.2939|1038.8617|B_Astrodon_2018|2459312.033101852|30.0|18.4541|5.3400|28.7848|2.0605
20|2021-04-07|12:48:34|SLT|FU_Ori-20210407_124829-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|946.9280|1039.2995|V_Astrodon_2018|2459312.033726852|10.0|20.1887|3.6763|28.5780|2.0688
21|2021-04-07|12:49:06|SLT|FU_Ori-20210407_124902-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|946.4165|1039.2193|R_Astrodon_2018|2459312.034097222|5.0|20.8240|4.8136|28.4554|2.0755
22|2021-04-07|12:49:42|SLT|FU_Ori-20210407_124930-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|946.8996|1037.7994|B_Astrodon_2018|2459312.034513889|30.0|18.3676|5.6019|28.3176|2.0909
23|2021-04-07|12:50:35|SLT|FU_Ori-20210407_125030-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|947.2263|1039.2920|V_Astrodon_2018|2459312.0351273147|10.0|20.0905|3.8492|28.1146|2.0995
24|2021-04-07|12:51:07|SLT|FU_Ori-20210407_125103-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|947.0061|1039.9054|R_Astrodon_2018|2459312.035497685|5.0|20.7526|4.6868|27.9920|2.1066
25|2021-04-12|11:58:27|SLT|FU_Ori-20210412_115813-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.8557|952.1336|B_Astrodon_2018|2459316.998923611|30.0|19.1343|2.4638|35.5637|1.7117
26|2021-04-12|11:59:22|SLT|FU_Ori-20210412_115917-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.9791|952.7968|V_Astrodon_2018|2459316.9995601852|10.0|20.4304|2.0840|35.3539|1.7171
27|2021-04-12|11:59:54|SLT|FU_Ori-20210412_115950-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.6929|953.2247|R_Astrodon_2018|2459316.9999305555|5.0|21.2180|2.1794|35.2318|1.7213
28|2021-04-12|12:00:29|SLT|FU_Ori-20210412_120018-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|994.3557|951.8747|B_Astrodon_2018|2459317.000335648|30.0|19.0849|2.6078|35.0983|1.7311
29|2021-04-12|12:01:22|SLT|FU_Ori-20210412_120117-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|994.3217|952.9636|V_Astrodon_2018|2459317.000949074|10.0|20.4081|2.2358|34.8961|1.7365
30|2021-04-12|12:01:54|SLT|FU_Ori-20210412_120150-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|994.1805|952.7591|R_Astrodon_2018|2459317.0013194443|5.0|21.2062|2.2206|34.7740|1.7409
31|2021-04-13|11:31:10|SLT|FU_Ori-20210413_113053-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|981.0034|989.8576|B_Astrodon_2018|2459317.979976852|30.0|18.9332|3.1662|40.8916|1.5220
32|2021-04-13|11:32:05|SLT|FU_Ori-20210413_113158-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|981.3623|990.8334|V_Astrodon_2018|2459317.980613426|10.0|20.2583|2.4894|40.6832|1.5261
33|2021-04-13|11:32:38|SLT|FU_Ori-20210413_113234-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.8696|990.7140|R_Astrodon_2018|2459317.9809953705|5.0|21.0945|2.5959|40.5581|1.5293
34|2021-04-13|11:33:14|SLT|FU_Ori-20210413_113302-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.5969|989.7807|B_Astrodon_2018|2459317.981412037|30.0|18.8907|3.1638|40.4215|1.5364
35|2021-04-13|11:34:09|SLT|FU_Ori-20210413_113401-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|981.0120|990.5206|V_Astrodon_2018|2459317.982048611|10.0|20.2120|2.5184|40.2129|1.5407
36|2021-04-13|11:34:41|SLT|FU_Ori-20210413_113438-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.9745|990.8091|R_Astrodon_2018|2459317.9824189814|5.0|20.9898|3.0293|40.0915|1.5440
37|2021-04-14|12:39:12|SLT|FU_Ori-20210414_123857-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1000.9073|1013.7734|B_Astrodon_2018|2459319.027222222|30.0|18.2486|4.1160|24.4045|2.3984
38|2021-04-14|12:40:08|SLT|FU_Ori-20210414_124001-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1000.6222|1015.0158|V_Astrodon_2018|2459319.0278703705|10.0|19.8775|2.9188|24.1898|2.4108
39|2021-04-14|12:40:40|SLT|FU_Ori-20210414_124036-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1000.6974|1015.4801|R_Astrodon_2018|2459319.0282407408|5.0|20.7806|3.3451|24.0672|2.4202
40|2021-04-14|12:41:16|SLT|FU_Ori-20210414_124104-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.1640|1014.0226|B_Astrodon_2018|2459319.0286574075|30.0|18.2578|4.1251|23.9292|2.4421
41|2021-04-14|12:42:11|SLT|FU_Ori-20210414_124204-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.2900|1015.2256|V_Astrodon_2018|2459319.0292939814|10.0|19.8905|3.2832|23.7185|2.4551
42|2021-04-14|12:42:44|SLT|FU_Ori-20210414_124240-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.1393|1015.6249|R_Astrodon_2018|2459319.029675926|5.0|20.6072|3.9130|23.5920|2.4652
43|2021-04-16|11:42:51|SLT|FU_Ori-20210416_114237-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.4746|952.8168|B_Astrodon_2018|2459320.9880902776|30.0|18.8475|3.2806|35.5346|1.7129
44|2021-04-16|11:43:45|SLT|FU_Ori-20210416_114340-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.5514|953.7713|V_Astrodon_2018|2459320.988715278|10.0|20.2633|2.6167|35.3286|1.7182
45|2021-04-16|11:44:17|SLT|FU_Ori-20210416_114413-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.1199|953.8270|R_Astrodon_2018|2459320.989085648|5.0|20.9462|3.4321|35.2065|1.7226
46|2021-04-16|11:44:54|SLT|FU_Ori-20210416_114442-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.9780|952.7372|B_Astrodon_2018|2459320.989513889|30.0|18.8616|3.4047|35.0654|1.7325
47|2021-04-16|11:45:47|SLT|FU_Ori-20210416_114542-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.5181|953.7859|V_Astrodon_2018|2459320.990127315|10.0|20.2136|2.6187|34.8632|1.7379
48|2021-04-16|11:46:19|SLT|FU_Ori-20210416_114615-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.6640|953.3267|R_Astrodon_2018|2459320.990497685|5.0|20.9859|3.3051|34.7410|1.7424
49|2021-04-19|11:47:26|SLT|FU_Ori-20210419_114712-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.4545|1131.3341|B_Astrodon_2018|2459323.991273148|30.0|18.8496|4.0859|31.7814|1.8864
50|2021-04-19|11:48:20|SLT|FU_Ori-20210419_114815-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.6327|1132.2190|V_Astrodon_2018|2459323.9918981483|10.0|20.3835|3.2325|31.5749|1.8932
51|2021-04-19|11:48:52|SLT|FU_Ori-20210419_114848-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.7586|1131.7876|R_Astrodon_2018|2459323.9922685185|5.0|21.0911|3.7719|31.4525|1.8986
52|2021-04-19|11:49:28|SLT|FU_Ori-20210419_114916-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|991.0941|1131.1863|B_Astrodon_2018|2459323.9926851853|30.0|18.8690|4.1342|31.3148|1.9112
53|2021-04-19|11:50:21|SLT|FU_Ori-20210419_115016-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|991.2922|1131.5497|V_Astrodon_2018|2459323.993298611|10.0|20.3271|3.0837|31.1121|1.9181
54|2021-04-19|11:50:54|SLT|FU_Ori-20210419_115050-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.9695|1131.1994|R_Astrodon_2018|2459323.9936805554|5.0|21.0095|3.8267|30.9858|1.9238
55|2021-04-30|11:22:48|SLT|FU_Ori-20210430_112234-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.0477|944.7674|B_Astrodon_2018|2459334.9741666666|30.0|18.2188|4.0441|27.5059|2.1501
56|2021-04-30|11:23:42|SLT|FU_Ori-20210430_112337-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|979.7595|946.3168|V_Astrodon_2018|2459334.9747916665|10.0|19.9634|2.8406|27.2991|2.1591
57|2021-04-30|11:24:14|SLT|FU_Ori-20210430_112410-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.2329|946.9086|R_Astrodon_2018|2459334.975162037|5.0|20.5281|3.6950|27.1765|2.1665
58|2021-04-30|11:24:49|SLT|FU_Ori-20210430_112438-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.3147|945.5398|B_Astrodon_2018|2459334.9755671294|30.0|18.2058|4.0722|27.0424|2.1834
59|2021-04-30|11:25:42|SLT|FU_Ori-20210430_112537-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.7563|946.2845|V_Astrodon_2018|2459334.9761805558|10.0|20.0772|3.2728|26.8394|2.1928
60|2021-04-30|11:26:14|SLT|FU_Ori-20210430_112610-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.1587|947.2279|R_Astrodon_2018|2459334.976550926|5.0|20.6436|3.1711|26.7168|2.2006
