ID|DateObs|TimeObs|Telescope|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
12|2021-03-03|15:52:12|SLT|FU_Ori-20210303_155208-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.4864|1024.6185|R_Astrodon_2018|2459277.16125|5.0|20.3974|3.1580|17.9988|3.1660
13|2021-03-07|12:42:41|SLT|FU_Ori-20210307_124227-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|855.4459|1158.4337|B_Astrodon_2018|2459281.0296412036|30.0|19.2494|2.1429|57.3472|1.1851
14|2021-03-07|12:43:38|SLT|FU_Ori-20210307_124333-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|855.0781|1158.6907|V_Astrodon_2018|2459281.030300926|10.0|20.4229|2.6617|57.1431|1.1867
15|2021-03-07|12:44:10|SLT|FU_Ori-20210307_124406-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|855.3867|1158.4502|R_Astrodon_2018|2459281.030671296|5.0|21.2831|2.2408|57.0284|1.1880
16|2021-03-07|12:44:45|SLT|FU_Ori-20210307_124434-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|855.5342|1157.8084|B_Astrodon_2018|2459281.031076389|30.0|19.2705|2.1895|56.9029|1.1909
17|2021-03-07|12:45:39|SLT|FU_Ori-20210307_124533-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|855.0671|1157.9978|V_Astrodon_2018|2459281.031701389|10.0|20.5033|2.3832|56.7090|1.1925
18|2021-03-07|12:46:19|SLT|FU_Ori-20210307_124615-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|854.6706|1157.6912|R_Astrodon_2018|2459281.032164352|5.0|21.2951|2.1899|56.5653|1.1942
19|2021-03-10|13:30:02|SLT|FU_Ori-20210310_132948-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.5629|1019.4243|B_Astrodon_2018|2459284.062523148|30.0|18.8334|2.6214|44.2512|1.4282
20|2021-03-10|13:30:56|SLT|FU_Ori-20210310_133051-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.3807|1020.2437|V_Astrodon_2018|2459284.0631481484|10.0|20.2132|2.3165|44.0477|1.4314
21|2021-03-10|13:31:28|SLT|FU_Ori-20210310_133124-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.3749|1020.8377|R_Astrodon_2018|2459284.0635185186|5.0|21.0724|2.3448|43.9271|1.4340
22|2021-03-10|13:32:04|SLT|FU_Ori-20210310_133152-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.5932|1019.5786|B_Astrodon_2018|2459284.0639351853|30.0|18.8101|2.5997|43.7913|1.4399
23|2021-03-10|13:32:57|SLT|FU_Ori-20210310_133252-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.2157|1019.6421|V_Astrodon_2018|2459284.064548611|10.0|20.1885|2.3930|43.5914|1.4432
24|2021-03-10|13:33:29|SLT|FU_Ori-20210310_133325-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1014.9827|1019.9608|R_Astrodon_2018|2459284.0649189814|5.0|21.0613|2.4180|43.4707|1.4458
25|2021-03-11|13:17:51|SLT|FU_Ori-20210311_131737-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|932.1390|1091.0413|B_Astrodon_2018|2459285.0540625|30.0|19.0874|2.7109|46.1128|1.3827
26|2021-03-11|13:18:44|SLT|FU_Ori-20210311_131839-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|932.8200|1091.9360|V_Astrodon_2018|2459285.054675926|10.0|20.4272|2.5124|45.9139|1.3856
27|2021-03-11|13:19:16|SLT|FU_Ori-20210311_131912-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|932.1445|1092.1239|R_Astrodon_2018|2459285.055046296|5.0|21.2585|2.1962|45.7938|1.3879
28|2021-03-11|13:19:53|SLT|FU_Ori-20210311_131941-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|933.3356|1090.9964|B_Astrodon_2018|2459285.055474537|30.0|19.1629|2.3071|45.6548|1.3933
29|2021-03-11|13:20:45|SLT|FU_Ori-20210311_132040-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|933.3969|1091.4337|V_Astrodon_2018|2459285.056076389|10.0|20.4455|2.3089|45.4594|1.3962
30|2021-03-11|13:21:17|SLT|FU_Ori-20210311_132113-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|933.0333|1091.8946|R_Astrodon_2018|2459285.056446759|5.0|21.2627|2.1674|45.3392|1.3986
31|2021-03-14|13:48:52|SLT|FU_Ori-20210314_134837-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.1184|1030.8774|B_Astrodon_2018|2459288.075601852|30.0|19.2082|2.7577|36.3885|1.6770
32|2021-03-14|13:49:45|SLT|FU_Ori-20210314_134940-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|992.8898|1031.6013|V_Astrodon_2018|2459288.076215278|10.0|20.4720|2.5016|36.1865|1.6819
33|2021-03-14|13:50:17|SLT|FU_Ori-20210314_135013-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|992.6885|1031.3083|R_Astrodon_2018|2459288.076585648|5.0|21.2635|2.4824|36.0646|1.6859
34|2021-03-14|13:50:52|SLT|FU_Ori-20210314_135040-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|993.5753|1030.5211|B_Astrodon_2018|2459288.076990741|30.0|19.1833|2.8138|35.9311|1.6951
35|2021-03-14|13:51:45|SLT|FU_Ori-20210314_135140-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|992.9192|1031.5920|V_Astrodon_2018|2459288.0776041667|10.0|20.4758|2.4889|35.7291|1.7002
36|2021-03-14|13:52:16|SLT|FU_Ori-20210314_135213-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|992.7330|1031.6670|R_Astrodon_2018|2459288.077962963|5.0|21.2799|2.4340|35.6109|1.7044
37|2021-03-15|12:53:21|SLT|FU_Ori-20210315_125307-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|947.9533|1003.2378|B_Astrodon_2018|2459289.0370486113|30.0|19.3589|2.9505|48.0830|1.3400
38|2021-03-15|12:54:14|SLT|FU_Ori-20210315_125410-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|948.0242|1002.8440|V_Astrodon_2018|2459289.037662037|10.0|20.5528|2.4982|47.8850|1.3426
39|2021-03-15|12:54:47|SLT|FU_Ori-20210315_125443-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|948.1284|1003.7206|R_Astrodon_2018|2459289.0380439814|5.0|21.3569|2.2977|47.7618|1.3447
40|2021-03-15|12:55:22|SLT|FU_Ori-20210315_125511-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|948.6634|1002.8752|B_Astrodon_2018|2459289.038449074|30.0|19.1228|3.6504|47.6310|1.3495
41|2021-03-15|12:56:15|SLT|FU_Ori-20210315_125610-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|948.8617|1002.6115|V_Astrodon_2018|2459289.0390625|10.0|20.5625|2.4844|47.4328|1.3521
42|2021-03-15|12:56:47|SLT|FU_Ori-20210315_125643-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|948.0967|1002.1696|R_Astrodon_2018|2459289.03943287|5.0|21.3282|2.7001|47.3131|1.3543
43|2021-03-16|13:13:59|SLT|FU_Ori-20210316_131345-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.5892|1011.8622|B_Astrodon_2018|2459290.0513773146|30.0|19.0127|2.6842|42.5437|1.4735
44|2021-03-16|13:14:53|SLT|FU_Ori-20210316_131448-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.7913|1012.4364|V_Astrodon_2018|2459290.052002315|10.0|20.3455|2.6780|42.3395|1.4770
45|2021-03-16|13:15:25|SLT|FU_Ori-20210316_131521-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.8767|1012.7758|R_Astrodon_2018|2459290.052372685|5.0|21.2229|1.9829|42.2185|1.4798
46|2021-03-16|13:16:01|SLT|FU_Ori-20210316_131549-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.4423|1011.8347|B_Astrodon_2018|2459290.052789352|30.0|19.1101|2.2286|42.0823|1.4863
47|2021-03-16|13:16:54|SLT|FU_Ori-20210316_131649-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.4019|1012.3678|V_Astrodon_2018|2459290.0534027778|10.0|20.3612|2.4274|41.8818|1.4899
48|2021-03-16|13:17:26|SLT|FU_Ori-20210316_131722-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.1089|1013.2005|R_Astrodon_2018|2459290.053773148|5.0|21.2044|2.2258|41.7607|1.4928
49|2021-03-17|13:39:05|SLT|FU_Ori-20210317_133851-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.3744|1002.5017|B_Astrodon_2018|2459291.06880787|30.0|18.8381|2.3516|35.9284|1.6955
50|2021-03-17|13:40:00|SLT|FU_Ori-20210317_133955-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.0431|1003.5562|V_Astrodon_2018|2459291.0694444445|10.0|20.1878|2.3838|35.7187|1.7008
51|2021-03-17|13:40:32|SLT|FU_Ori-20210317_134029-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.0524|1003.5880|R_Astrodon_2018|2459291.0698148147|5.0|21.0989|1.8634|35.5967|1.7050
52|2021-03-17|13:41:09|SLT|FU_Ori-20210317_134057-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.2985|1002.1922|B_Astrodon_2018|2459291.0702430555|30.0|18.8552|2.2662|35.4555|1.7148
53|2021-03-17|13:42:03|SLT|FU_Ori-20210317_134158-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.9713|1003.1735|V_Astrodon_2018|2459291.0708680553|10.0|20.2058|2.2145|35.2496|1.7201
54|2021-03-17|13:42:35|SLT|FU_Ori-20210317_134231-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.9704|1003.7178|R_Astrodon_2018|2459291.071238426|5.0|21.0100|2.4657|35.1275|1.7245
55|2021-03-18|12:38:52|SLT|FU_Ori-20210318_123838-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.6496|999.6271|B_Astrodon_2018|2459292.0269907406|30.0|19.2054|3.0587|48.6845|1.3278
56|2021-03-18|12:39:46|SLT|FU_Ori-20210318_123941-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.2457|1000.0570|V_Astrodon_2018|2459292.027615741|10.0|20.4774|2.5602|48.4832|1.3303
57|2021-03-18|12:40:19|SLT|FU_Ori-20210318_124015-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.3384|1000.0085|R_Astrodon_2018|2459292.027997685|5.0|21.2567|3.2173|48.3601|1.3324
58|2021-03-18|12:40:55|SLT|FU_Ori-20210318_124043-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.9092|998.9540|B_Astrodon_2018|2459292.028414352|30.0|19.0682|3.5879|48.2258|1.3371
59|2021-03-18|12:41:49|SLT|FU_Ori-20210318_124143-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.6343|999.3401|V_Astrodon_2018|2459292.0290393517|10.0|20.4116|2.8831|48.0242|1.3397
60|2021-03-18|12:42:21|SLT|FU_Ori-20210318_124217-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|978.7343|999.3359|R_Astrodon_2018|2459292.0294097224|5.0|21.1886|2.9267|47.9047|1.3418
61|2021-03-18|15:07:06|SLT|FU_Ori-20210318_150651-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|926.2128|1148.2366|B_Astrodon_2018|2459292.1299305554|30.0|17.8212|4.9154|14.8120|3.8128
62|2021-03-18|15:08:03|SLT|FU_Ori-20210318_150758-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.8200|1149.8190|V_Astrodon_2018|2459292.1305902777|10.0|19.7611|3.7794|14.5940|3.8467
63|2021-03-18|15:08:39|SLT|FU_Ori-20210318_150835-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.9846|1151.5824|R_Astrodon_2018|2459292.1310069445|5.0|20.6971|4.0827|14.4563|3.8762
64|2021-03-18|15:09:15|SLT|FU_Ori-20210318_150904-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|927.4867|1148.7602|B_Astrodon_2018|2459292.131423611|30.0|17.9139|4.6642|14.3186|3.9359
65|2021-03-18|15:10:12|SLT|FU_Ori-20210318_151007-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|926.7188|1151.6820|V_Astrodon_2018|2459292.1320833336|10.0|19.8827|3.5715|14.1007|3.9715
66|2021-03-18|15:10:48|SLT|FU_Ori-20210318_151044-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.9512|1152.9980|R_Astrodon_2018|2459292.1325|5.0|20.7225|4.2269|13.9630|4.0029
67|2021-03-19|12:37:00|SLT|FU_Ori-20210319_123646-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1062.6734|892.3877|B_Astrodon_2018|2459293.0256944443|30.0|19.2890|2.7607|48.2224|1.3378
68|2021-03-19|12:37:54|SLT|FU_Ori-20210319_123749-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1062.4704|892.5720|V_Astrodon_2018|2459293.0263194446|10.0|20.4723|2.7050|48.0208|1.3404
69|2021-03-19|12:38:26|SLT|FU_Ori-20210319_123822-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1061.9519|893.1168|R_Astrodon_2018|2459293.026689815|5.0|21.2942|2.1481|47.9013|1.3425
70|2021-03-19|12:39:02|SLT|FU_Ori-20210319_123850-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1063.1011|891.4046|B_Astrodon_2018|2459293.0271064816|30.0|19.2781|2.4950|47.7669|1.3473
71|2021-03-19|12:39:55|SLT|FU_Ori-20210319_123950-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1063.1602|891.4670|V_Astrodon_2018|2459293.0277199075|10.0|20.4875|2.5336|47.5688|1.3499
72|2021-03-19|12:40:27|SLT|FU_Ori-20210319_124023-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1062.7599|892.4562|R_Astrodon_2018|2459293.0280902777|5.0|21.2805|2.1647|47.4491|1.3521
73|2021-03-20|13:25:17|SLT|FU_Ori-20210320_132503-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.3498|1016.1693|B_Astrodon_2018|2459294.059224537|30.0|18.8361|2.5958|36.3868|1.6771
74|2021-03-20|13:26:11|SLT|FU_Ori-20210320_132606-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.6544|1016.8713|V_Astrodon_2018|2459294.059849537|10.0|20.1924|2.2903|36.1810|1.6821
75|2021-03-20|13:26:43|SLT|FU_Ori-20210320_132639-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.1847|1017.0955|R_Astrodon_2018|2459294.060219907|5.0|21.0611|2.1636|36.0590|1.6861
76|2021-03-20|13:27:18|SLT|FU_Ori-20210320_132707-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.9458|1016.1735|B_Astrodon_2018|2459294.060625|30.0|18.9032|2.3335|35.9256|1.6955
77|2021-03-20|13:28:12|SLT|FU_Ori-20210320_132807-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.0846|1017.2123|V_Astrodon_2018|2459294.06125|10.0|20.2439|2.1914|35.7197|1.7006
78|2021-03-20|13:28:44|SLT|FU_Ori-20210320_132840-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.7985|1017.3459|R_Astrodon_2018|2459294.0616203705|5.0|21.0791|2.1264|35.5977|1.7047
79|2021-03-21|13:57:43|SLT|FU_Ori-20210321_135729-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|928.9788|1115.0332|B_Astrodon_2018|2459295.081747685|30.0|18.4122|2.7528|28.0474|2.1082
80|2021-03-21|13:58:38|SLT|FU_Ori-20210321_135832-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|928.6247|1116.7785|V_Astrodon_2018|2459295.0823842594|10.0|19.7526|2.8389|27.8368|2.1170
81|2021-03-21|13:59:09|SLT|FU_Ori-20210321_135906-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|929.0290|1117.1720|R_Astrodon_2018|2459295.0827430557|5.0|20.5822|3.4517|27.7180|2.1240
82|2021-03-21|13:59:45|SLT|FU_Ori-20210321_135934-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|929.9924|1115.6158|B_Astrodon_2018|2459295.0831597224|30.0|18.3844|2.5866|27.5802|2.1403
83|2021-03-21|14:00:38|SLT|FU_Ori-20210321_140033-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|929.0080|1116.4127|V_Astrodon_2018|2459295.0837731482|10.0|19.7416|2.8245|27.3771|2.1491
84|2021-03-21|14:01:10|SLT|FU_Ori-20210321_140106-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|929.3096|1117.8327|R_Astrodon_2018|2459295.0841435185|5.0|20.6836|2.5385|27.2546|2.1565
85|2021-03-25|13:17:14|SLT|FU_Ori-20210325_131700-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|988.4077|1022.2376|B_Astrodon_2018|2459299.0536342594|30.0|18.6581|3.0802|33.7294|1.7905
86|2021-03-25|13:18:08|SLT|FU_Ori-20210325_131803-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|988.7536|1022.4835|V_Astrodon_2018|2459299.0542592593|10.0|20.0848|2.5342|33.5231|1.7965
87|2021-03-25|13:18:40|SLT|FU_Ori-20210325_131836-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|989.0399|1022.9341|R_Astrodon_2018|2459299.0546296295|5.0|20.8716|3.0096|33.4009|1.8012
88|2021-03-25|13:19:16|SLT|FU_Ori-20210325_131904-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.1115|1021.2565|B_Astrodon_2018|2459299.055046296|30.0|18.7202|3.4638|33.2634|1.8122
89|2021-03-25|13:20:08|SLT|FU_Ori-20210325_132003-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.0077|1022.0755|V_Astrodon_2018|2459299.055648148|10.0|20.0754|2.6312|33.0647|1.8181
90|2021-03-25|13:20:40|SLT|FU_Ori-20210325_132036-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|990.3461|1022.8100|R_Astrodon_2018|2459299.0560185187|5.0|20.8476|2.9826|32.9424|1.8231
91|2021-03-27|12:25:25|SLT|FU_Ori-20210327_122510-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|987.1629|1021.3066|B_Astrodon_2018|2459301.017650463|30.0|18.9779|2.7335|43.7481|1.4412
92|2021-03-27|12:26:19|SLT|FU_Ori-20210327_122614-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|986.9427|1021.9895|V_Astrodon_2018|2459301.018275463|10.0|20.2882|2.1216|43.5444|1.4444
93|2021-03-27|12:26:51|SLT|FU_Ori-20210327_122647-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|987.2536|1022.3314|R_Astrodon_2018|2459301.0186458332|5.0|21.0709|2.5446|43.4236|1.4471
94|2021-03-27|12:27:27|SLT|FU_Ori-20210327_122716-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|987.6880|1021.0008|B_Astrodon_2018|2459301.0190625|30.0|18.9830|2.7904|43.2878|1.4532
95|2021-03-27|12:28:20|SLT|FU_Ori-20210327_122815-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|987.6427|1021.3204|V_Astrodon_2018|2459301.019675926|10.0|20.2156|2.7549|43.0877|1.4565
96|2021-03-27|12:28:52|SLT|FU_Ori-20210327_122848-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|987.6793|1021.5777|R_Astrodon_2018|2459301.020046296|5.0|21.0694|2.3658|42.9668|1.4593
97|2021-03-28|12:31:43|SLT|FU_Ori-20210328_123129-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|979.9828|1026.6989|B_Astrodon_2018|2459302.022025463|30.0|19.1496|2.5629|41.4279|1.5054
98|2021-03-28|12:32:37|SLT|FU_Ori-20210328_123232-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.5541|1027.0907|V_Astrodon_2018|2459302.022650463|10.0|20.3972|2.4406|41.2234|1.5091
99|2021-03-28|12:33:09|SLT|FU_Ori-20210328_123305-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|980.3157|1027.2305|R_Astrodon_2018|2459302.0230208333|5.0|21.1839|2.3699|41.1021|1.5121
